source,target_preferred,status,category,source_id,confidence,source_document,term_type,alternate_targets
bleed the brake system,удалить воздух из тормозной системы,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
blow from back to front,продувать сзади вперёд,candidate,service,N165_D2_CORPUS,high,N165_CORPUS,term,
charge the specified amount of refrigerant,заправить установленное количество хладагента,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check bearing preload,проверить предварительный натяг подшипника,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check connector engagement,проверить фиксацию разъёма,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check cooling performance,проверить эффективность охлаждения,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check fluid level,проверить уровень рабочей жидкости,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for damage,проверить на наличие повреждений,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for deformation or corrosion,проверить на наличие деформации или коррозии,candidate,service,N165_D2_CORPUS,high,N165_CORPUS,term,
check for leakage,проверить на отсутствие утечек,candidate,service,EDITORIAL_CORE_2026 | N165_D2_CORPUS,high,EDITORIAL_CORE_2026 | N165_CORPUS,term,проверить на наличие утечек
check terminal tension,проверить усилие удержания контакта,candidate,service,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
check the body dimensions,проверить контрольные размеры кузова,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check the flushness,проверить положение панелей по высоте,candidate,service,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
check the ground connection,проверить соединение с массой,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check the panel gaps,проверить зазоры между панелями,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check the power supply,проверить цепь питания,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
clamp the panel in position,зафиксировать панель зажимами,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
clean the mating surfaces,очистить сопрягаемые поверхности,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
clear the fault memory,очистить память неисправностей,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
cut along the marked line,разрезать по отмеченной линии,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
degrease the sealing surface,обезжирить уплотняемую поверхность,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
do not apply excessive sealant,не наносить избыточное количество герметика,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
do not damage the clips,не повредить клипсы,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
do not reuse the gasket,не использовать прокладку повторно,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
engage the parking brake,включить стояночный тормоз,candidate,service,N165_D2_CORPUS,high,N165_CORPUS,term,
evacuate the system,вакуумировать систему,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
fill with specified fluid,заправить рекомендованной рабочей жидкостью,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
grind the welds flush,зачистить сварные швы заподлицо,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
install in the reverse order of removal,установить в последовательности обратной снятию,candidate,service,EDITORIAL_CORE_2026 | N155_D2_CORPUS,high,EDITORIAL_CORE_2026 | N155_CORPUS,term,установить в порядке обратном снятию
lift and support the vehicle,поднять и надёжно установить автомобиль на опоры,candidate,service,N165_D2_CORPUS,high,N165_CORPUS,term,
maintain engine speed,поддерживать заданную частоту вращения двигателя,candidate,service,N165_D2_CORPUS,high,N165_CORPUS,term,
make plug welds,выполнить электрозаклёпочные сварные соединения,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
make resistance spot welds,выполнить контактную точечную сварку,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
matchmark,монтажная метка,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
measure backlash,измерить боковой зазор,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
open the engine compartment cover,открыть капот,candidate,service,N165_D2_CORPUS,high,N165_CORPUS,term,
park the vehicle on level ground,установить автомобиль на ровной горизонтальной площадке,candidate,service,N165_D2_CORPUS,high,N165_CORPUS,term,
perform module initialization,выполнить инициализацию блока управления,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
position the replacement panel,установить ремонтную панель,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
prevent fin damage,не допускать повреждения пластин,candidate,service,N165_D2_CORPUS,high,N165_CORPUS,term,
recover the refrigerant,откачать хладагент,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
refinish the repaired area,восстановить лакокрасочное покрытие отремонтированного участка,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
release the retaining tabs,освободить фиксирующие язычки,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
remove all gasket material,полностью удалить остатки прокладки,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
remove and install,снять и установить,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
remove burrs,удалить заусенцы,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
remove the damaged panel,снять повреждённую панель,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
remove the spot welds,удалить сварные точки,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
remove the trim panel,снять панель облицовки,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
repair the wire harness,отремонтировать жгут проводов,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
replace,заменить,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
replace damaged clips,заменить повреждённые клипсы,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
replace the connector terminal,заменить контакт разъёма,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
replace the O-ring,заменить уплотнительное кольцо,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
replace the oil seal,заменить сальник,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
restore corrosion protection,восстановить антикоррозионную защиту,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
restore the underbody coating,восстановить покрытие днища,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
separate the panel,отделить панель,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
stake the nut,закернить гайку,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
straighten the mating flange,выправить сопрягаемый фланец,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
thermal cutting,термическая резка,candidate,service,N165_D2_CORPUS,high,N165_CORPUS,term,
tighten to the specified torque,затянуть установленным моментом,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
weld in the specified sequence,выполнить сварку в указанной последовательности,candidate,service,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
adjust the seat to the highest position,установить сиденье в крайнее верхнее положение,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
ensure the connector is fully engaged,убедиться что разъём полностью соединён,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
jack the vehicle,поднять автомобиль домкратом,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
keep hands away from moving parts,не приближать руки к движущимся деталям,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
left and right removal methods are similar,порядок снятия с левой и правой сторон одинаков,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
lifting and jacking of vehicles,подъём автомобиля подъёмником и домкратом,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
listen for the locking click,убедиться в наличии щелчка фиксатора,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
move the component to the installation position,установить деталь в монтажное положение,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
move the seat to the front,переместить сиденье вперёд,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
move the seat to the rear,переместить сиденье назад,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
prevent hands from being crushed,не допускать защемления рук,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
reload the seat module software,повторно загрузить программное обеспечение модуля сиденья,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
verify connector locking,проверить фиксацию разъёма,candidate,service.procedure,N155_D2_CORPUS,high,N155_CORPUS,procedure,
adapt,выполнить адаптацию,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
adjust,отрегулировать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
align,выровнять,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
align with the mark,совместить с меткой,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
allow to cure,выдержать до отверждения,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
allow to dry,дать высохнуть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
apply,нанести,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
apply a thin coat,нанести тонкий слой,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
apply around the circumference,нанести по окружности,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
apply evenly,нанести равномерно,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
apply sealant continuously,нанести герметик непрерывным валиком,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
apply threadlocker,нанести фиксатор резьбы,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
assemble,собрать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
attach,присоединить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
back off,отвернуть,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
bend,согнуть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
bend back,отогнуть,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
bleed,удалить воздух,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
blow clean,продуть сжатым воздухом,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
blow out with compressed air,продуть сжатым воздухом,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
bolt on,закрепить болтами,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
bond,склеить,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
braze,выполнить пайку твёрдым припоем,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
calibrate,откалибровать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
center,отцентрировать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
charge,зарядить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
chase the thread,восстановить резьбу,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
check,проверить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for cracks,проверить на наличие трещин,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for deformation,проверить на наличие деформации,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check for looseness,проверить на наличие люфта,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
check for wear,проверить на наличие износа,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check operation,проверить работу,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
clean,очистить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
clean the thread,очистить резьбу,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
clip into place,зафиксировать зажимами,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
coat,покрыть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
coat with engine oil,смазать моторным маслом,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
coat with grease,нанести консистентную смазку,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
compare with the specification,сравнить с установленным значением,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
configure,настроить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
confirm,подтвердить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
connect,подсоединить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
crimp,обжать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
cut,отрезать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
cut the thread,нарезать резьбу,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
deburr,зачистить заусенцы,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
degrease,обезжирить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
depressurize,сбросить давление,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
detach,отсоединить,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
disassemble,разобрать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
discard,утилизировать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
discharge,разрядить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
disconnect,отсоединить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
disengage,вывести из зацепления,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
drain,слить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
drain completely,полностью слить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
drill,просверлить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
drill a hole,просверлить отверстие,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
drill out,высверлить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
drive in,забить,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
drive out,выбить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
dry,высушить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
dry with compressed air,высушить сжатым воздухом,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
engage,ввести в зацепление,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
extract,извлечь,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
fill,заполнить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
finger-tighten,затянуть пальцами,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
flare,развальцевать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
flush,промыть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
fold back,отогнуть,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
grind,шлифовать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,зачистить
hand-tighten,затянуть от руки,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hold,удерживать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hold in position,удерживать в требуемом положении,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hone,хонинговать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hook into place,установить на крючок,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
initialize,инициализировать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
insert,вставить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
inspect,проверить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,осмотреть
install,установить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
lap,притереть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
learn,выполнить обучение,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
lever out,извлечь рычагом,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
lift,поднять,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
lift off,снять поднятием,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
lock,зафиксировать,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
lock in position,зафиксировать в требуемом положении,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
loosen,ослабить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
lower,опустить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
lubricate,смазать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
machine,обработать механически,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
measure,измерить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
measure the clearance,измерить зазор,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
measure the end play,измерить осевой зазор,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
measure the resistance,измерить сопротивление,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
measure the runout,измерить биение,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
measure the voltage,измерить напряжение,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
move aside,отвести в сторону,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
operate the system,привести систему в действие,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
peen,расклепать,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
plug weld,выполнить пробочную сварку,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,электрозаклёпочное сварное соединение
polish,полировать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
position,установить в требуемое положение,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,расположить
press,запрессовать,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
pressurize,создать давление,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
prime,заполнить рабочей жидкостью перед пуском,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,заполнить рабочей жидкостью перед запуском
program,запрограммировать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pry,поддеть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pry off,снять поддеванием,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pull,потянуть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
pull out,вытянуть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
push,нажать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
push in,вставить нажатием,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
raise,поднять,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
ream,развернуть отверстие,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
recover refrigerant,откачать хладагент,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
refill,повторно заправить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,заправить
release,освободить,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
release residual pressure,сбросить остаточное давление,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
remove,снять,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
remove all traces,полностью удалить остатки,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
remove corrosion,удалить коррозию,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
remove dirt,удалить загрязнения,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
remove old sealant,удалить старый герметик,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
reposition,изменить положение,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
reset,сбросить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
restore the vehicle,привести автомобиль в исходное состояние,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
resurface,восстановить рабочую поверхность,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
retighten,повторно затянуть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
reuse,использовать повторно,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
road test,выполнить дорожное испытание,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
rotate,повернуть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,вращать
sand,отшлифовать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,обработать шлифовальной бумагой
screw in,ввернуть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
seal,герметизировать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
secure,закрепить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
set,установить,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
slide,сдвинуть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
stake,закернить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
start the engine,запустить двигатель,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
stop the engine,остановить двигатель,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
straighten,выправить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
strike,нанести удар,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
support,подпереть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,поддерживать
tap lightly,слегка постучать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
tap the thread,нарезать внутреннюю резьбу,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
tighten,затянуть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
tighten by hand,затянуть от руки,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
tighten diagonally,затянуть крест-накрест,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
tighten evenly,затянуть равномерно,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
tighten in sequence,затянуть в установленной последовательности,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
top up,долить до требуемого уровня,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
torque,затянуть заданным моментом,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
torque in sequence,затянуть в указанной последовательности,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
torque to specification,затянуть установленным моментом,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
turn,повернуть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
turn clockwise,повернуть по часовой стрелке,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
turn counterclockwise,повернуть против часовой стрелки,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
unbolt,отвернуть болты крепления,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
unclip,отсоединить фиксаторы,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
unhook,снять с крючка,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
unlock,разблокировать,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
unscrew,вывернуть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
unstake,раскернить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
vent,стравить воздух,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,стравить
verify,убедиться,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
